payment_id,order_id,payment_date,payment_method,payment_status
562,50562,28/04/2025,Credit Card,Paid
5168,55168,28-01-2025,Debit Card,Refunded
20,50020,17-04-2026,COD,Paid
2743,52743,2025-11-20,UPI,Paid
480,50480,2026-04-12,UPI,Paid
5224,55224,07/08/2024,Upi,Paid
5160,55160,2024-03-03,COD,Paid
4770,54770,24-09-2025,COD,Paid
2372,52372,15/01/2024,cod,Paid
6167,56167,28/09/2024,Credit Card,Paid
5044,55044,2024-05-08,Debit Card,Paid
4904,54904,2024-06-27,Debit Card,Paid
5144,55144,30-01-2024,UPI,Paid
2856,52856,12/10/2024,UPI,Pending
4880,54880,07/12/2025,COD,Pending
5823,55823,18/07/2024,UPI,Paid
7760,57760,2025-10-23,UPI,Paid
7727,57727,2025-04-19,Net Banking,paid
1098,51098,2026-07-05,Credit Card,Paid
1766,51766,20-10-2025,COD,Paid
1484,51484,15/02/2026,UPI,Paid
656,50656,11-06-2025,debit card,Paid
4503,54503,2025-11-19,Upi,Paid
1931,51931,2024-04-14,Net Banking,Paid
256,50256,24-11-2025,Net Banking,Paid
4271,54271,2024-06-24,Credit Card,Paid
4595,54595,2025-12-22,UPI,Failed
6469,56469,11/01/2024,UPI,Failed
4840,54840,29-05-2026,COD,Paid
6035,56035,17/12/2025,UPI,Paid
4363,54363,27/02/2024,COD,Paid
4090,54090,2026-05-12,UPI,Paid
1407,51407,26-06-2025,UPI,Paid
2125,52125,06-07-2025,UPI,Paid
916,50916,24/04/2026,UPI,Failed
3821,53821,22-09-2025,Debit Card,Paid
4435,54435,06-12-2024,UPI,Paid
6666,56666,08/08/2025,UPI,Failed
1634,51634,28-04-2024,Net Banking,Paid
245,50245,2025-04-28,Debit Card,PAID
7544,57544,2024-10-16,UPI,Paid
3610,53610,22-08-2025,UPI,Refunded
653,50653,01/03/2026,COD,Paid
6894,56894,28/02/2024,COD,Paid
2443,52443,2025-05-11,UPI,PAID
4032,54032,09/08/2024,credit card,Paid
3198,53198,20-07-2024,COD,Paid
5586,55586,2024-07-18,UPI,Paid
5284,55284,20/11/2025,Credit Card,Failed
6582,56582,20-06-2026,Credit Card,Paid
7557,57557,13/02/2024,COD,Paid
3405,53405,31/01/2024,Debit Card,Paid
3336,53336,2025-01-18,Upi,Paid
4273,54273,2025-01-20,UPI,Paid
6939,56939,2025-04-14,UPI,Paid
1353,51353,17-07-2026,CREDIT CARD,Paid
2636,52636,07-04-2024,Credit Card,PAID
5742,55742,2026-01-23,UPI,Paid
3505,53505,2024-03-05,UPI,Paid
5658,55658,2024-10-23,UPI,Failed
2399,52399,29/11/2024,,Paid
2612,52612,2026-03-28,UPI,PAID
4843,54843,24-01-2026,Debit Card,Paid
692,50692,29-05-2024,Credit Card,Pending
6060,56060,07-09-2025,Debit Card,Paid
1017,51017,04-07-2026,upi,Paid
4383,54383,2025-01-02,UPI,PENDING
135,50135,14/11/2024,Credit Card,Pending
6729,56729,13-11-2025,UPI,Failed
4591,54591,25/10/2024,UPI,Paid
5309,55309,2024-11-21,UPI,Pending
5917,55917,29/07/2024,UPI,Failed
3400,53400,09/08/2026,UPI,Paid
837,50837,21/02/2025,UPI,Paid
2851,52851,2026-07-06,,Paid
4381,54381,2026-04-15,Debit Card,paid
6136,56136,26-04-2024,Credit Card,Paid
5406,55406,26-03-2024,UPI,Refunded
252,50252,14-02-2024,net banking,refunded
5833,55833,06/03/2025,UPI,Paid
4491,54491,2026-07-19,Credit Card,Paid
3437,53437,2026-05-18,Credit Card,refunded
4184,54184,,Net Banking,PAID
3387,53387,06-01-2024,Debit Card,Paid
255,50255,27/06/2026,Credit Card,Paid
273,50273,2025-02-28,Credit Card,Paid
4961,54961,2025-06-04,UPI,Refunded
1728,51728,2025-08-30,Credit Card,Paid
1626,51626,2024-07-21,Credit Card,Paid
5242,55242,12/03/2024,UPI,Paid
6319,56319,23-01-2025,UPI,PAID
929,50929,2026-08-18,Credit Card,Paid
4739,54739,2026-01-01,credit card,Paid
4214,54214,2024-11-06,UPI,Paid
1939,51939,2025-09-18,UPI,
7422,57422,2025-12-27,Credit Card,Paid
6377,56377,2025-10-31,UPI,Paid
4395,54395,25/02/2024,Debit Card,paid
2477,52477,2025-12-17,UPI,Refunded
6455,56455,23-12-2024,COD,Paid
5769,55769,2024-07-02,Net Banking,Paid
1995,51995,2024-06-13,Net Banking,Refunded
649,50649,2026-01-09,Credit Card,
4793,54793,27-03-2026,UPI,Paid
6238,56238,2024-01-06,UPI,paid
382,50382,2026-03-21,UPI,Paid
655,50655,2025-06-08,UPI,Paid
2862,52862,12/09/2025,UPI,Paid
7579,57579,2024-04-27,UPI,
6713,56713,2026-02-20,UPI,Paid
526,50526,15-12-2025,Debit Card,Paid
4394,54394,21/10/2024,Net Banking,Refunded
3866,53866,23/12/2025,UPI,Paid
1531,51531,2025-02-15,COD,Paid
3490,53490,2026-03-27,UPI,failed
3649,53649,2024-10-11,Credit Card,Paid
7523,57523,10-09-2025,COD,Paid
1117,51117,17/03/2024,UPI,Paid
237,50237,2025-04-29,Credit Card,PAID
2063,52063,02/05/2024,UPI,Failed
70,50070,28/03/2025,Credit Card,Failed
4136,54136,14/11/2024,Cod,Paid
5052,55052,2025-11-10,Debit Card,Paid
5450,55450,2025-11-30,UPI,Paid
596,50596,29/11/2025,UPI,Refunded
3393,53393,10-07-2024,UPI,Paid
7436,57436,2025-01-01,,Paid
3584,53584,17-05-2025,UPI,Pending
7119,57119,2025-07-18,Credit Card,
1393,51393,15-09-2025,UPI,Paid
5326,55326,2024-09-24,Credit Card,Paid
4647,54647,08/08/2024,UPI,Pending
6182,56182,2026-02-25,Credit Card,Pending
1809,51809,2025-08-15,UPI,pending
4250,54250,2025-09-27,Credit Card,Paid
5070,55070,17-11-2024,Credit Card,Paid
468,50468,04-10-2025,Net Banking,Paid
2880,52880,2025-01-12,UPI,Paid
7281,57281,2025-07-31,UPI,Pending
3929,53929,2024-01-06,UPI,Paid
618,50618,2026-03-20,UPI,
1973,51973,,COD,Failed
4430,54430,10/04/2026,,Paid
2580,52580,14-03-2026,Debit Card,Paid
5654,55654,24-09-2025,Credit Card,Refunded
2998,52998,2024-05-27,Credit Card,Refunded
1667,51667,2025-03-18,Debit Card,Paid
2786,52786,2025-12-01,Credit Card,Paid
3545,53545,06-04-2025,Credit Card,Pending
181,50181,04-10-2024,Debit Card,Refunded
7910,57910,05/06/2025,Net Banking,Pending
544,50544,23/09/2024,UPI,Paid
833,50833,16-07-2025,Credit Card,Pending
7953,57953,2024-01-28,COD,Failed
3285,53285,2025-02-03,Credit Card,Paid
3570,53570,28-08-2025,UPI,Paid
4910,54910,2024-05-03,COD,Paid
7665,57665,,Net Banking,Paid
4298,54298,2026-06-26,Net Banking,Paid
6011,56011,01-04-2026,COD,Pending
4123,54123,23-01-2024,Credit Card,Paid
7483,57483,2024-03-17,UPI,Paid
7549,57549,2024-10-19,Credit Card,Paid
5825,55825,2024-07-05,UPI,paid
4898,54898,27/04/2026,UPI,Paid
2573,52573,2026-03-03,COD,Paid
7177,57177,04/07/2024,Debit Card,Refunded
1669,51669,2026-05-15,,Paid
4601,54601,05-03-2024,UPI,Paid
2746,52746,30-04-2024,upi,Paid
5237,55237,17/06/2026,UPI,Paid
2155,52155,2024-12-05,COD,Paid
2487,52487,2024-10-20,Debit Card,Paid
6280,56280,2024-08-07,UPI,Failed
1267,51267,2024-03-23,UPI,Paid
3162,53162,2026-06-08,Credit Card,Paid
6548,56548,20/04/2025,Credit Card,Paid
171,50171,28/02/2026,NET BANKING,
1844,51844,12/07/2026,UPI,Pending
7843,57843,12/08/2025,Credit Card,Paid
1562,51562,2024-06-07,UPI,paid
5912,55912,23/12/2024,Net Banking,Paid
865,50865,12-04-2024,UPI,Paid
1341,51341,02/04/2025,UPI,Pending
6212,56212,05-11-2024,UPI,PAID
2663,52663,13-05-2026,Credit Card,Paid
6797,56797,24/06/2026,UPI,Paid
2222,52222,14/01/2025,Debit Card,Paid
1712,51712,2024-02-25,UPI,Paid
1473,51473,2026-04-08,Debit Card,Paid
2582,52582,16-03-2025,Credit Card,Paid
5393,55393,2025-12-13,COD,Paid
5166,55166,2024-09-08,UPI,Pending
5624,55624,2025-05-14,UPI,Paid
7806,57806,2026-01-20,UPI,Pending
7929,57929,12-01-2025,UPI,Paid
6288,56288,20/08/2024,Debit Card,Paid
6451,56451,2026-06-02,Net Banking,Paid
1448,51448,2024-12-01,Credit Card,Paid
3736,53736,10/12/2025,UPI,Paid
6450,56450,2025-12-31,credit card,Paid
736,50736,2024-05-19,UPI,Refunded
6031,56031,2024-02-02,Credit Card,Paid
5707,55707,2026-08-13,UPI,Pending
4955,54955,2025-09-28,Net Banking,Paid
3161,53161,08-12-2025,UPI,Paid
7447,57447,2024-07-28,COD,Paid
583,50583,17-09-2024,Debit Card,paid
5042,55042,2024-01-31,Credit Card,Paid
7108,57108,26-07-2025,UPI,Paid
6098,56098,,Credit Card,paid
6788,56788,2024-02-10,COD,Paid
7824,57824,2024-01-06,Debit Card,Paid
7847,57847,2024-05-01,Upi,Paid
180,50180,10/10/2025,Net Banking,Paid
978,50978,2025-04-11,UPI,Paid
1609,51609,2025-10-17,COD,Pending
964,50964,04-05-2026,Credit Card,Refunded
464,50464,06-06-2024,Debit Card,PAID
2683,52683,04/02/2026,Credit Card,Refunded
7468,57468,2025-09-01,credit card,Pending
6274,56274,12-07-2026,Debit Card,Paid
6580,56580,2024-05-30,,Paid
3729,53729,09-01-2026,Debit Card,Pending
6827,56827,29-11-2025,UPI,Paid
7099,57099,2026-06-18,COD,Paid
2649,52649,2024-10-17,UPI,Paid
5201,55201,11-11-2024,Credit Card,Paid
7311,57311,19-08-2025,Net Banking,Failed
3360,53360,22/01/2026,Credit Card,Paid
1172,51172,06-11-2024,Net Banking,Paid
5383,55383,,Net Banking,PAID
6863,56863,03-05-2025,Net Banking,Paid
711,50711,,COD,Paid
1352,51352,08/12/2024,Debit Card,Pending
1318,51318,20/07/2025,Credit Card,Paid
4905,54905,2024-05-08,Credit Card,Paid
2800,52800,2025-04-24,COD,Paid
2711,52711,12-01-2025,Credit Card,Failed
2281,52281,25-07-2025,Credit Card,Paid
69,50069,12/06/2026,UPI,Paid
2026,52026,2026-05-08,Net Banking,Paid
4625,54625,18/06/2026,COD,Paid
5951,55951,2026-06-30,UPI,Refunded
5325,55325,06-12-2025,Debit Card,Paid
3974,53974,2025-04-02,UPI,Paid
5666,55666,04-04-2026,UPI,Paid
1,50001,26/05/2025,Net Banking,Pending
1462,51462,20/03/2025,COD,Paid
1014,51014,2025-03-25,UPI,PAID
91,50091,2024-05-23,Credit Card,Paid
4867,54867,09/01/2026,Credit Card,Paid
1299,51299,30-08-2024,Credit Card,Failed
5558,55558,2025-10-13,COD,Paid
3676,53676,2025-11-09,UPI,Pending
4891,54891,2024-02-28,Credit Card,Paid
4752,54752,10-04-2025,Debit Card,Paid
344,50344,2026-02-22,Net Banking,Paid
1976,51976,2025-06-14,Net Banking,Paid
3953,53953,07-04-2026,Net Banking,Paid
1138,51138,18/07/2024,Credit Card,failed
4440,54440,2026-07-04,Debit Card,Paid
1576,51576,01-07-2025,UPI,Failed
5226,55226,23/03/2026,UPI,Paid
7493,57493,10/07/2026,COD,Refunded
6327,56327,2026-02-03,Upi,Paid
683,50683,2025-09-10,Credit Card,Paid
80,50080,04/07/2026,COD,Paid
7678,57678,17/12/2024,UPI,Paid
7764,57764,2026-01-09,UPI,Paid
7298,57298,2025-10-30,debit card,Paid
4800,54800,16-06-2026,UPI,Paid
7513,57513,29/04/2024,Credit Card,Pending
5807,55807,2026-01-17,UPI,Paid
3945,53945,08/06/2025,,Paid
7295,57295,20-09-2025,Debit Card,Paid
1218,51218,2024-01-21,UPI,Paid
3883,53883,2025-04-06,UPI,Paid
5001,55001,29-11-2025,UPI,Paid
210,50210,2025-08-27,Credit Card,Paid
7694,57694,20-02-2026,UPI,Refunded
1804,51804,06-10-2025,UPI,
6953,56953,31-07-2025,UPI,Refunded
7902,57902,2025-06-20,upi,Paid
2899,52899,04/06/2024,Credit Card,Paid
5905,55905,13-08-2024,Credit Card,Refunded
6932,56932,15-07-2026,upi,Paid
3789,53789,16-01-2025,UPI,Paid
5282,55282,13/11/2024,Debit Card,PAID
1024,51024,2024-07-07,Net Banking,Paid
427,50427,29/01/2025,UPI,Paid
6412,56412,2024-02-10,COD,Paid
6228,56228,29-09-2024,Credit Card,Paid
7673,57673,2025-03-17,UPI,
6535,56535,2025-03-05,Credit Card,Paid
5467,55467,2024-11-11,Net Banking,Refunded
3179,53179,2024-08-01,COD,Paid
4158,54158,2026-03-30,Credit Card,Paid
7107,57107,2024-03-07,Credit Card,Paid
1193,51193,20/10/2024,UPI,PAID
7200,57200,18-08-2025,COD,Failed
5644,55644,24/07/2024,UPI,Paid
2641,52641,,Debit Card,Paid
5443,55443,02/08/2025,UPI,Paid
7059,57059,2024-02-04,UPI,Paid
4945,54945,20-08-2024,Net Banking,Paid
5555,55555,2024-06-25,COD,Paid
2645,52645,16-10-2025,Credit Card,Paid
2434,52434,16-07-2026,UPI,pending
2723,52723,2025-05-29,Net Banking,Pending
1521,51521,16-06-2026,UPI,Refunded
3250,53250,31/08/2025,Net Banking,Paid
90,50090,2024-05-18,UPI,Paid
3166,53166,09-01-2024,UPI,Paid
2473,52473,2026-04-10,UPI,Paid
7871,57871,04-10-2024,UPI,Paid
5595,55595,03/10/2025,Credit Card,Refunded
627,50627,2024-09-04,Credit Card,Paid
6125,56125,2026-07-10,UPI,Paid
6365,56365,18/05/2025,UPI,PAID
5418,55418,12-07-2024,Net Banking,Paid
6497,56497,09/04/2024,COD,Paid
5611,55611,2025-06-15,UPI,Paid
5968,55968,2024-06-21,UPI,Paid
4643,54643,2026-01-28,UPI,Paid
3072,53072,02-01-2024,Credit Card,Paid
1834,51834,2024-08-26,Net Banking,Pending
1724,51724,2024-06-02,UPI,Paid
2464,52464,06-01-2025,Debit Card,Refunded
4056,54056,2025-11-13,UPI,Paid
2092,52092,2024-02-02,UPI,Paid
5409,55409,18/04/2025,,Paid
6341,56341,2025-05-10,Debit Card,Paid
2737,52737,2025-09-21,Credit Card,Refunded
5783,55783,13/05/2024,Credit Card,Paid
4557,54557,2026-07-19,UPI,Paid
7051,57051,2025-11-04,debit card,paid
3799,53799,2024-11-10,UPI,Paid
4199,54199,2025-11-14,COD,Paid
628,50628,13-03-2024,COD,Paid
6019,56019,2025-03-14,credit card,Refunded
1640,51640,19/09/2025,Credit Card,
1015,51015,2025-04-25,Debit Card,Paid
6585,56585,2024-10-07,UPI,Refunded
6087,56087,29-07-2024,Credit Card,paid
4276,54276,16/01/2024,UPI,Paid
5422,55422,05-02-2026,Debit Card,Paid
6776,56776,15/03/2025,Credit Card,Paid
2243,52243,10/11/2025,Net Banking,Paid
4680,54680,,Credit Card,Pending
4323,54323,17/05/2026,credit card,Paid
5048,55048,21/08/2026,UPI,Failed
1611,51611,02-10-2025,UPI,Failed
269,50269,2026-05-24,debit card,Paid
6227,56227,19-06-2026,UPI,Paid
470,50470,27-03-2026,Credit Card,Paid
6829,56829,29/08/2026,Credit Card,Paid
533,50533,27-10-2024,Debit Card,FAILED
3373,53373,20/10/2025,Credit Card,Paid
3728,53728,01/07/2025,Debit Card,Failed
2033,52033,2026-02-06,Debit Card,Paid
6070,56070,2024-04-18,COD,Paid
725,50725,06-04-2025,Upi,Pending
1971,51971,2024-02-20,UPI,Failed
4458,54458,2026-03-25,UPI,Paid
3601,53601,26/02/2024,UPI,Refunded
7352,57352,02/02/2025,UPI,Pending
1854,51854,2026-02-10,UPI,Paid
4547,54547,2026-08-25,Debit Card,Paid
2951,52951,2024-06-06,Net Banking,pending
7003,57003,24-06-2024,Credit Card,PAID
3366,53366,2026-03-28,upi,Paid
3998,53998,08-05-2026,UPI,Paid
724,50724,02-12-2025,UPI,Paid
5031,55031,2025-03-25,UPI,Paid
375,50375,2025-09-07,Net Banking,Paid
6970,56970,2024-07-23,Net Banking,Paid
1298,51298,2025-01-25,UPI,Paid
2813,52813,05/11/2025,UPI,Paid
2579,52579,,UPI,Pending
7126,57126,2025-09-17,Upi,PAID
841,50841,26-10-2024,Debit Card,Refunded
6662,56662,2025-03-25,UPI,Paid
1580,51580,09-05-2024,COD,Paid
4253,54253,28-04-2026,UPI,Paid
755,50755,2025-03-03,UPI,Paid
384,50384,10/04/2024,Credit Card,PAID
1603,51603,2026-01-17,UPI,Paid
6837,56837,2024-04-10,COD,Paid
4938,54938,22-06-2025,COD,Paid
7270,57270,2024-10-15,UPI,Paid
1054,51054,2026-06-21,COD,Paid
4629,54629,2026-02-04,Credit Card,Paid
772,50772,2024-07-30,COD,Paid
2055,52055,2024-07-09,UPI,Paid
5556,55556,2024-01-25,UPI,Paid
7870,57870,2024-06-02,Net Banking,Pending
3041,53041,2025-08-09,UPI,Paid
243,50243,26-08-2026,UPI,Paid
66,50066,2025-04-06,UPI,Paid
6814,56814,01/05/2026,UPI,Paid
2385,52385,17/02/2024,UPI,Refunded
7887,57887,2025-12-10,Debit Card,Paid
7340,57340,2025-09-22,UPI,Pending
912,50912,2025-04-10,Credit Card,Paid
3857,53857,14/05/2024,CREDIT CARD,Paid
3225,53225,,COD,PAID
4297,54297,28/04/2024,UPI,Failed
7845,57845,2024-09-12,Credit Card,Paid
3519,53519,10-04-2026,Credit Card,Pending
6873,56873,2026-07-13,UPI,Paid
5736,55736,2024-08-10,UPI,Paid
1747,51747,2024-04-15,UPI,Refunded
4129,54129,2026-05-27,UPI,Paid
2886,52886,25/01/2026,Credit Card,Paid
7866,57866,2024-12-10,Credit Card,Pending
3588,53588,14-05-2025,UPI,Refunded
3746,53746,2026-06-27,Credit Card,paid
6744,56744,19/06/2024,upi,Pending
6865,56865,2025-03-15,UPI,Paid
3296,53296,30-04-2024,UPI,Paid
288,50288,,Debit Card,Failed
3484,53484,2024-02-24,UPI,Failed
2877,52877,23-03-2024,credit card,Paid
2707,52707,15/06/2024,Debit Card,Paid
1444,51444,26/06/2025,UPI,paid
3204,53204,08-11-2024,UPI,Failed
7504,57504,2025-05-08,Credit Card,Paid
7794,57794,2025-07-07,Credit Card,pending
4138,54138,19/12/2024,net banking,Paid
4548,54548,23-01-2026,Credit Card,Refunded
4042,54042,2026-03-08,UPI,paid
4475,54475,10/09/2024,upi,Paid
3009,53009,2025-03-08,UPI,Paid
287,50287,02-02-2025,Credit Card,Paid
2347,52347,15/02/2025,UPI,Paid
4501,54501,17/02/2025,upi,paid
2907,52907,2025-04-13,upi,Refunded
4907,54907,2025-06-14,Net Banking,Paid
500,50500,2026-06-04,Credit Card,Paid
3576,53576,01/12/2025,Debit Card,Paid
6569,56569,24-06-2026,UPI,Paid
5050,55050,2025-08-16,UPI,Paid
6133,56133,22/11/2024,UPI,Paid
6003,56003,28/08/2026,Credit Card,Paid
6628,56628,28/07/2026,UPI,
6803,56803,2024-10-24,Upi,Paid
3013,53013,2026-06-26,UPI,Paid
7778,57778,2024-04-25,Debit Card,Pending
1159,51159,2025-02-20,CREDIT CARD,Paid
4715,54715,07-11-2025,UPI,Paid
6159,56159,2024-03-11,UPI,Failed
2646,52646,2025-04-26,upi,Paid
638,50638,07/01/2025,UPI,refunded
906,50906,30-10-2024,UPI,Pending
1113,51113,19/07/2024,UPI,
1550,51550,02-08-2026,Credit Card,Paid
5730,55730,16-04-2025,Debit Card,Paid
507,50507,2026-02-26,UPI,Paid
1705,51705,11-05-2026,Debit Card,Paid
612,50612,2024-10-29,Credit Card,Paid
3379,53379,09/11/2025,Debit Card,Paid
6482,56482,2025-10-18,UPI,Paid
1656,51656,05-03-2025,DEBIT CARD,Paid
615,50615,2024-07-09,UPI,Pending
1002,51002,2026-05-15,UPI,Paid
4349,54349,2024-07-20,COD,Paid
2445,52445,2024-06-28,UPI,Paid
385,50385,05/02/2024,UPI,Paid
2187,52187,2026-08-21,Credit Card,Paid
4105,54105,2024-06-09,UPI,Paid
1701,51701,2025-08-22,Credit Card,Paid
2935,52935,21-01-2025,UPI,Pending
1469,51469,2025-08-13,credit card,Failed
5669,55669,07-11-2025,CREDIT CARD,Pending
4590,54590,14/02/2025,UPI,Paid
4825,54825,2025-09-02,UPI,paid
7471,57471,2025-04-30,COD,Paid
4265,54265,04/10/2024,Net Banking,Paid
1454,51454,22-02-2026,Credit Card,PAID
4896,54896,2026-06-19,Debit Card,Paid
1794,51794,2024-06-12,UPI,Paid
5600,55600,2024-06-12,UPI,Refunded
2348,52348,01/09/2025,Credit Card,Paid
7143,57143,07-08-2026,UPI,Paid
1423,51423,2025-09-01,,Paid
3074,53074,26-06-2025,UPI,Paid
6305,56305,24-08-2026,Debit Card,Paid
941,50941,09/07/2026,Net Banking,Paid
813,50813,2026-06-16,Credit Card,Paid
7000,57000,01/01/2025,Credit Card,Paid
1876,51876,23/01/2026,Credit Card,Paid
6094,56094,2025-07-03,COD,paid
6773,56773,2024-12-07,UPI,PAID
6427,56427,15/09/2024,UPI,Paid
1572,51572,05-04-2024,Credit Card,Paid
5065,55065,16-09-2024,COD,Paid
7881,57881,04/05/2024,UPI,Paid
7772,57772,03/07/2026,UPI,Paid
461,50461,2024-12-09,UPI,Paid
6083,56083,2026-05-04,Credit Card,Paid
582,50582,2024-12-06,upi,Failed
2705,52705,2025-06-18,UPI,Paid
4934,54934,2026-06-07,,Paid
3898,53898,2024-03-09,UPI,Paid
2184,52184,2025-09-14,UPI,Paid
4958,54958,16-10-2024,Debit Card,Paid
4994,54994,2026-06-11,UPI,Paid
5705,55705,2026-05-08,Debit Card,Paid
7050,57050,2025-10-16,Net Banking,Paid
345,50345,06/11/2025,credit card,Paid
7182,57182,15-04-2026,Net Banking,Paid
5096,55096,2025-04-28,NET BANKING,Paid
465,50465,2026-08-19,Credit Card,Failed
5124,55124,2026-07-29,COD,Paid
2145,52145,2025-12-21,COD,Paid
6532,56532,,COD,Paid
5469,55469,2024-03-31,Upi,Refunded
780,50780,2025-10-24,Credit Card,Paid
1722,51722,27/06/2024,Credit Card,Paid
875,50875,2026-03-17,Credit Card,PAID
4937,54937,18-06-2026,UPI,
3090,53090,2024-11-26,Net Banking,Failed
3708,53708,20-07-2025,UPI,Paid
5686,55686,19/09/2025,UPI,Failed
7012,57012,2026-03-19,Credit Card,Paid
7527,57527,2026-06-28,upi,Refunded
6326,56326,03-02-2025,UPI,Pending
6026,56026,01-03-2026,UPI,Pending
4241,54241,2025-03-16,UPI,Paid
1069,51069,25/01/2024,UPI,Paid
1310,51310,18/12/2025,UPI,Paid
381,50381,12-06-2024,DEBIT CARD,Paid
419,50419,2025-06-29,UPI,Paid
5621,55621,2025-06-09,NET BANKING,Paid
2692,52692,15-07-2025,Debit Card,Pending
7257,57257,15-04-2025,Credit Card,Paid
1708,51708,14-06-2025,credit card,Paid
3702,53702,28-03-2026,Debit Card,Paid
4163,54163,29/09/2025,Credit Card,Refunded
3956,53956,25/04/2026,UPI,Failed
7842,57842,2025-11-14,Debit Card,Paid
4490,54490,21-02-2025,Net Banking,Failed
5486,55486,2025-07-24,UPI,Paid
367,50367,28/08/2024,Credit Card,
7962,57962,2026-04-03,Debit Card,Failed
4215,54215,2024-07-24,UPI,Paid
1182,51182,29/09/2025,UPI,Paid
3518,53518,12-07-2026,UPI,Refunded
4497,54497,03-08-2026,Credit Card,Paid
7744,57744,2024-04-12,COD,Paid
4711,54711,15/01/2026,UPI,Refunded
5028,55028,01/09/2024,,Paid
887,50887,2024-08-11,Credit Card,Paid
3328,53328,14-07-2025,UPI,Paid
2149,52149,03-07-2024,UPI,Paid
6950,56950,17/07/2024,Credit Card,Paid
5889,55889,01/08/2026,Credit Card,Pending
2681,52681,09/07/2026,UPI,Paid
3488,53488,24-06-2025,cod,Pending
5131,55131,24-07-2026,UPI,Paid
1509,51509,20-02-2026,UPI,Paid
708,50708,11-05-2026,UPI,Paid
2605,52605,14-09-2025,UPI,Paid
3290,53290,11/01/2025,Credit Card,Refunded
2219,52219,2025-01-10,credit card,
7864,57864,2026-06-28,UPI,Paid
3442,53442,2025-09-04,Credit Card,Paid
7083,57083,2024-12-21,UPI,Paid
1230,51230,28-11-2025,Upi,Paid
3265,53265,2024-11-01,COD,Paid
6195,56195,2026-07-18,,Refunded
581,50581,2024-07-04,Credit Card,Paid
6292,56292,09-04-2025,Debit Card,Pending
92,50092,23/03/2026,UPI,Paid
1900,51900,2025-08-19,UPI,Paid
6678,56678,21-06-2026,UPI,Paid
290,50290,2024-09-09,DEBIT CARD,Refunded
5657,55657,2024-02-01,UPI,Paid
2307,52307,2024-08-12,UPI,Refunded
1851,51851,2026-03-31,UPI,Paid
4465,54465,2025-12-03,UPI,Paid
2634,52634,20/05/2026,UPI,Paid
7617,57617,2024-04-24,UPI,Paid
6615,56615,19/04/2026,Cod,Paid
2749,52749,05/01/2025,Net Banking,Failed
2954,52954,2025-01-19,Credit Card,Paid
6799,56799,2024-10-31,Credit Card,Paid
5461,55461,2026-07-11,UPI,Paid
1364,51364,2025-11-10,Credit Card,failed
1994,51994,07-06-2025,Net Banking,Paid
6774,56774,12/02/2025,Credit Card,Paid
4656,54656,2024-05-11,UPI,Paid
4233,54233,08/07/2025,Credit Card,Paid
3925,53925,2025-08-01,Debit Card,Paid
4801,54801,05/05/2026,Credit Card,Paid
1726,51726,2026-04-22,DEBIT CARD,Paid
1297,51297,2024-05-12,,Failed
6366,56366,01-03-2026,Net Banking,Paid
3146,53146,2026-02-12,UPI,Paid
4828,54828,23-07-2026,UPI,Failed
3523,53523,14/05/2025,UPI,Paid
5414,55414,2025-08-29,UPI,Paid
2534,52534,19-03-2024,UPI,pending
6282,56282,26-03-2025,COD,PAID
2474,52474,28-01-2026,UPI,Paid
5802,55802,05/11/2025,UPI,Paid
1839,51839,2026-06-22,Credit Card,paid
6267,56267,2024-03-15,debit card,Paid
7339,57339,29/07/2024,UPI,Paid
918,50918,10/01/2026,UPI,Paid
7250,57250,29-06-2025,UPI,Paid
6801,56801,2024-01-21,UPI,Paid
2180,52180,31/08/2026,UPI,Paid
3119,53119,2025-06-23,Credit Card,Failed
7405,57405,2026-06-15,COD,Paid
2492,52492,03/08/2024,Credit Card,Pending
4126,54126,07/02/2025,UPI,Paid
4973,54973,21/05/2024,Credit Card,paid
148,50148,14/01/2024,Credit Card,Paid
4092,54092,10/11/2025,Debit Card,Paid
1399,51399,2025-06-03,Debit Card,Pending
6606,56606,25/09/2024,Debit Card,Paid
4238,54238,23/05/2026,COD,
1962,51962,09-05-2026,UPI,paid
2099,52099,2024-05-17,UPI,Pending
2122,52122,01/03/2026,NET BANKING,Refunded
5059,55059,2025-10-27,UPI,Refunded
7757,57757,2026-04-07,COD,Paid
1411,51411,08-04-2024,UPI,Paid
2157,52157,23-04-2024,COD,PAID
2412,52412,19/04/2024,Credit Card,Paid
2410,52410,2024-09-30,UPI,Paid
3863,53863,2024-07-20,Credit Card,Pending
4401,54401,2024-11-27,Credit Card,Failed
3577,53577,24-11-2025,UPI,Paid
2309,52309,2024-04-17,UPI,Paid
4957,54957,22-01-2024,UPI,
3448,53448,2024-06-25,upi,Pending
4186,54186,17/05/2025,UPI,Paid
764,50764,31-12-2024,UPI,Failed
100,50100,04-08-2024,Debit Card,Paid
7654,57654,2025-01-11,upi,Paid
1647,51647,24-10-2024,COD,Paid
2874,52874,2025-03-11,credit card,Paid
2912,52912,26/01/2026,UPI,paid
5057,55057,07/07/2024,Credit Card,Paid
7907,57907,2025-04-26,Credit Card,Paid
3664,53664,12-11-2025,upi,Paid
7065,57065,2024-10-20,UPI,Pending
4505,54505,26/04/2026,UPI,Refunded
4387,54387,2024-08-26,Net Banking,Paid
4292,54292,08-07-2024,,Paid
7649,57649,2024-05-18,Net Banking,Paid
